PUID,Name,Version,Extensions,Media Types
x-fmt/56,Kodak FlashPix Image,,fpx ,image/vnd.fpx
x-fmt/57,Ventura Publisher Vector Graphics,,gem ,
x-fmt/58,Microsoft Excel Web Query,,iqy ,
x-fmt/59,AutoCAD Last Saved Layer State,,las ,
x-fmt/60,AutoCAD Linetype Definition File,,lin ,
x-fmt/61,AutoCAD Landscape Library,,lli ,
x-fmt/62,Log File,,log ,
x-fmt/63,AutoLISP File,,lsp ,
x-fmt/64,Microsoft Word for Macintosh Document,4.0,mcw ,application/msword
x-fmt/65,Microsoft Word for Macintosh Document,5.0,mcw ,application/msword
x-fmt/66,Microsoft Access Database,2.0,mdb ,
x-fmt/67,OS/2 Presentation Manager Metafile (MET),,met ,
x-fmt/68,AutoCAD Compiled Menu,,mnc ,
x-fmt/69,AutoLISP Menu Source File,,mnl ,
x-fmt/70,AutoCAD Menu Resource File,,mnr mnt ,
x-fmt/71,AutoCAD Source Menu File,,mns ,
x-fmt/72,AutoCAD Template Menu File,,mnu ,
x-fmt/73,Microsoft Outlook Address Book,,olk ,
x-fmt/74,Microsoft Excel OLAP Query,,oqy ,
x-fmt/75,Microsoft Outlook Personal Address Book,,pab ,
x-fmt/76,CorelDraw Pattern,,pat ,
x-fmt/77,AutoCAD Plot Configuration File,R14,pc2 ,
x-fmt/78,AutoCAD Plot Configuration File,2000,pc3 ,
x-fmt/79,AutoCAD Plot Configuration File,1.0-R13,pcp ,
x-fmt/80,Macintosh PICT Image,1.0,pct pict ,image/x-pict
x-fmt/81,Inkwriter/Notetaker Template,,pdt ,
x-fmt/82,Lotus 1-2-3 Chart,,pic ,
x-fmt/83,Hewlett Packard Vector Graphic Plotter File,,plt ,
x-fmt/84,Microsoft Powerpoint Design Template,,pot ,
x-fmt/85,Picture Publisher Bitmap,5.0,pp5 ,
x-fmt/86,Microsoft Powerpoint Add-In,,ppa ,
x-fmt/87,Microsoft Powerpoint Presentation Show,97-2003,pps ,application/vnd.ms-powerpoint
x-fmt/88,Microsoft PowerPoint Presentation,4.x,ppt ,application/vnd.ms-powerpoint
x-fmt/89,Freelance File,1.0-2.1,pre ,
x-fmt/90,Microsoft Print File,,prn ,
x-fmt/91,Postscript,1.0,ps ,application/postscript
x-fmt/92,Adobe Photoshop,,pdd psd ,image/vnd.adobe.photoshop
x-fmt/93,Postscript Support File,,psf ,
x-fmt/94,Pocket Word Document,,psw pwd ,
x-fmt/95,Inkwriter/Notetaker Document,,pwi ,
x-fmt/96,Pocket Word Template,,pwt ,
x-fmt/97,Microsoft Excel OLE DB Query,,rqy ,
x-fmt/98,AutoCAD ACIS Export File,,sat ,
x-fmt/99,Schedule+ Contacts,,scd ,
x-fmt/100,AutoCAD Script,,scr ,
x-fmt/101,Harvard Graphics Show,3.0,sh3 ,
x-fmt/102,3D Studio Shapes,,shp ,
x-fmt/103,AutoCAD Compiled Shape/Font File,,shx ,
x-fmt/104,AutoCAD Slide Library,,slb ,
x-fmt/105,AutoCAD Slide,,sld ,application/sld application/x-sld image/x-sld
x-fmt/106,Microsoft Symbolic Link (SYLK) File,,slk ,
x-fmt/107,AutoCAD Named Plot Style Table,,stb ,
x-fmt/108,STL (Standard Tessellation Language) ASCII,,stl ,
x-fmt/109,Scalable Vector Graphics Compressed,,svgz ,image/svg+xml
x-fmt/110,Fixed Width Values Text File,,,text/plain
x-fmt/111,Plain Text File,,txt ,text/plain
x-fmt/112,AutoCAD External Database Configuration File,,udl ,
x-fmt/113,Microsoft Visio Drawing,5.0,vsd vss vst ,application/vnd.visio
x-fmt/114,Lotus 1-2-3 Worksheet,2.0,wk1 wk2 ,application/vnd.lotus-1-2-3 application/x-123
x-fmt/115,Lotus 1-2-3 Worksheet,3.0,wk3 ,application/lotus123 application/vnd.lotus-1-2-3
x-fmt/116,Lotus 1-2-3 Worksheet,4-5,wk4 ,application/lotus123 application/vnd.lotus-1-2-3
x-fmt/117,Lotus 1-2-3 Worksheet,1.0,wks ,application/vnd.lotus-1-2-3 application/x-123
x-fmt/118,Microsoft Works Spreadsheet,2.0,,
x-fmt/119,Windows Metafile Image,,wmf ,image/wmf
x-fmt/120,Microsoft Works for Windows,4.0,wps ,
x-fmt/121,Quattro Pro Spreadsheet for DOS,1-4,wkq wq1 ,
x-fmt/122,Quattro Pro Spreadsheet for DOS,5,wkq wq2 ,
x-fmt/123,Microsoft Excel Macro,4.0,xla xlm ,application/vnd.ms-excel
x-fmt/124,Microsoft Excel Add-In,,xla xll ,
x-fmt/125,Microsoft Excel Toolbar,,xlb ,
x-fmt/126,Microsoft Excel Chart,4.0,xlc ,
x-fmt/127,AutoCAD Xref Log,,xlg ,
x-fmt/128,Microsoft Excel Workspace,,xlw ,
x-fmt/129,Microsoft Word for Macintosh Document,X,,
x-fmt/130,MS-DOS Text File with line breaks,,,text/plain
x-fmt/131,Stationery for Mac OS X,,doc ,
x-fmt/132,Speller Custom Dictionary,,dic ,
x-fmt/133,Speller Exclude Dictionary,,dic ,
x-fmt/134,AutoCAD Device-Independent Binary Plotter File,,adi ,
x-fmt/135,Audio Interchange File Format,1.3,,
x-fmt/136,Audio Interchange File Format (compressed),,aifc ,audio/x-aiff
x-fmt/137,Electronic Arts Music,,asf ,
x-fmt/138,Active Server Page,,asp ,
x-fmt/139,NeXT/Sun sound,,au ,audio/basic
x-fmt/140,Silicon Graphics Image,,bw rgb ,image/x-sgi-bw
x-fmt/141,Calendar Creator Plus Data File,2,cce ,
x-fmt/142,Computer Graphics Metafile ASCII,1,cgm ,image/cgm
x-fmt/143,OS/2 Change Control File,,cin ,
x-fmt/144,Corel Photo-Paint Image,,cpt ,
x-fmt/145,Stats+ Data File,,,
x-fmt/146,Scitex Continuous Tone Bitmap,,ct ,
x-fmt/147,Paradox Database Table,7,db ,
x-fmt/148,IBM DisplayWrite DCA Text File,,dca ,
x-fmt/149,Desktop Color Separation File,,dcs ,
x-fmt/150,Visual FoxPro Database Container File,,dcx ,
x-fmt/151,Micrografx Designer,,dsf ,
x-fmt/152,Digital Video,,dv ,video/dv
x-fmt/153,Microsoft Windows Enhanced Metafile,1.0,emf ,image/emf
x-fmt/154,AutoDesk FLIC Animation,,fli ,
x-fmt/155,AutoCAD Film Roll,,flm ,
x-fmt/156,Ventura Publisher,,gen ,
x-fmt/157,Interchange File,,iff ,
x-fmt/158,Initial Graphics Exchange Specification (IGES),5.x,iges igs ,model/iges
x-fmt/159,GEM Image,,img ,
x-fmt/160,Java Servlet Page,,jsp ,text/html
x-fmt/161,MacPaint Image,1,mac ,
x-fmt/162,Adobe FrameMaker Interchange Format,,mif ,application/vnd.mif
x-fmt/163,NAP Metafile,,nap ,
x-fmt/164,Portable Bitmap Image - ASCII,,pbm ,image/x-portable-bitmap
x-fmt/165,Kodak PhotoCD Image,1.0,,
x-fmt/166,PICS Animation,,pcs ,
x-fmt/167,Adobe PhotoDeluxe,,pdd ,
x-fmt/168,Broderbund Print Shop Deluxe,1-4,pcc pda pdb pdc pdg pdl pds ,
x-fmt/169,PHP Script Page,,php ,text/html
x-fmt/170,PC Paint Bitmap,,pic ,
x-fmt/171,Inset Systems Bitmap,,pix ,
x-fmt/172,Microsoft FoxPro Library,,plb ,
x-fmt/173,PageMaker PC Document,5.0,pm5 pt5 ,application/vnd.pagemaker
x-fmt/174,PageMaker PC Document,6.0,pm6 pt6 ,application/vnd.pagemaker
x-fmt/175,MacPaint Graphics,,pnt ,
x-fmt/176,Picture Publisher Bitmap,4,pp4 ,
x-fmt/177,Microsoft PowerPoint Graphics File,,ppi ,
x-fmt/178,Portable Pixel Map - ASCII,,ppm ,image/x-portable-pixmap
x-fmt/179,Microsoft Visual Modeller Petal file (ASCII),,ptl ,
x-fmt/180,Instalit Script,,pvd ,
x-fmt/181,PageMaker PC Document,6.5-7.0,p65 pmd pmt t65 ,application/vnd.pagemaker
x-fmt/182,QuarkXPress Data File,,qcd qpt qwd qwt qxb qxd qxl qxp qxt ,application/vnd.Quark.QuarkXPress
x-fmt/183,RealAudio Metafile,,ram ,audio/vnd.rn-realaudio audio/x-pn-realaudio
x-fmt/184,Sun Raster Image,,ras sun ,image/x-sun-raster
x-fmt/185,Raw Bitmap,,raw ,
x-fmt/186,Silicon Graphics RGB File,,,
x-fmt/187,Painter RIFF Image File,,rif ,
x-fmt/188,SDSC Image Tool Wavefront Raster Image,,rla ,
x-fmt/189,SDSC Image Tool Run-Length Encoded Bitmap,,rle ,
x-fmt/190,RealMedia,,rm rmvb ,application/vnd.rn-realmedia
x-fmt/191,AMI Professional Document,,sam ,application/vnd.lotus-wordpro
x-fmt/192,SAS for MS-DOS Catalog,,sct ,
x-fmt/193,Unisys (Sperry) System Data File,,sdf ,
x-fmt/194,IRIS Graphics,,,
x-fmt/195,Standard Generalized Markup Language,,sgm sgml ,text/sgml
x-fmt/196,NeXt Sound,,,
x-fmt/197,DataFlex Query Tag Name,,tag ,
x-fmt/198,Pagemaker TableEditor Graphics,,tbl ,
x-fmt/199,Turbo Debugger Keystroke Recording File,,tdk ,
x-fmt/200,PageMaker Time Stamp File,4.0,tym ,
x-fmt/201,CCITT G.711 Audio,,ulaw ,
x-fmt/202,Corel Wavelet Compressed Bitmap,,wi wvl ,
x-fmt/203,WordPerfect for Windows Document,5.2,w52 wp wp5 wpd ,application/vnd.wordperfect
x-fmt/204,Microsoft Word for Windows Macro,,wpm ,
x-fmt/205,WordStar for MS-DOS Document,5.0,ws ws5 ,
x-fmt/206,WordStar for Windows Document,1.0,ws wsd wsw ,
x-fmt/207,X-Windows Bitmap Image,X11,xbm ,image/x-xbitmap
x-fmt/208,X-Windows Pixmap Image,X10,xpm ,image/x-xpixmap
x-fmt/209,SDSC Image Tool X Window Dump Format,,xwd ,
x-fmt/210,XYWrite Document,,xy ,
x-fmt/211,XYWrite Document,III,xy3 ,
x-fmt/212,Lotus 1-2-3 Worksheet,5.0,,
x-fmt/213,Quicken Data File,,abd qdf qel ,
x-fmt/214,Microsoft Paint,1,msp ,
x-fmt/215,GEM Metafile Format,1.00,gem ,
x-fmt/216,Microsoft Powerpoint Packaged Presentation,,ppz ,
x-fmt/217,Adobe ACD,,acd ,
x-fmt/218,ESRI Arc/Info Binary Grid,,adf ,
x-fmt/219,Internet Archive,1.0,arc ,application/x-internet-archive
x-fmt/220,Applixware Spreadsheet,,as ,
x-fmt/221,MapBrowser/MapWriter Vector Map Data,,cbd ,
x-fmt/222,CD Audio,,cda ,application/x-cdf
x-fmt/223,Autodesk Animator CEL File Format,,cel ,
x-fmt/224,Cascading Style Sheet,,css ,text/css
x-fmt/225,ESRI MapInfo Data File,,mid ,
x-fmt/226,ESRI Arc/Info Export File,,e00 e01 e02 e03 e04 e05 e06 e07 e08 e09 e10 e11 e12 e13 e14 e15 e16 e17 e18 e19 e20 x00 ,
x-fmt/227,Geography Markup Language,,gml ,application/gml+xml
x-fmt/228,Applixware Bitmap,,im ,
x-fmt/229,Intergraph Raster Image,,ing ,
x-fmt/230,MIDI Audio,,mid midi ,audio/midi
x-fmt/231,ESRI MapInfo Export File,,mif ,
x-fmt/232,Microsoft Project Export File,1.0,mpx ,application/x-project
x-fmt/233,Paint Shop Pro Image,3.0,psp ,
x-fmt/234,Paint Shop Pro Image,5.0,psp ,
x-fmt/235,ESRI Arc/View ShapeFile,,shp ,
x-fmt/236,WordStar for MS-DOS Document,5.5,ws ,
x-fmt/237,WordStar for MS-DOS Document,6.0,ws ws6 ,
x-fmt/238,Microsoft Access Database,95,mdb ,
x-fmt/239,Microsoft Access Database,97,mdb ,
x-fmt/240,Microsoft Access Database,2000,mdb ,
x-fmt/241,Microsoft Access Database,2002,mdb ,
x-fmt/242,Microsoft FoxPro Database,2.6,dbf ,
x-fmt/243,Microsoft Project,4.0,mpp ,application/vnd.ms-project
x-fmt/244,Microsoft Project,95,mpp ,application/vnd.ms-project
x-fmt/245,Microsoft Project,98,mpp ,application/vnd.ms-project
x-fmt/246,Microsoft Project,2000,,
x-fmt/247,Microsoft Project,2000-2003,mpp ,application/vnd.ms-project
x-fmt/248,Microsoft Outlook Personal Folders (ANSI),1997-2002,pst ,
x-fmt/249,Microsoft Outlook Personal Folders (Unicode),2003-2007,pst ,
x-fmt/250,Microsoft Outlook Personal Folders,,,
x-fmt/251,Microsoft Outlook Personal Folders,,,
x-fmt/252,Microsoft Publisher,2.0,pub ,application/x-mspublisher
x-fmt/253,Microsoft Publisher,95,pub ,application/x-mspublisher
x-fmt/254,Microsoft Publisher,97,pub ,application/x-mspublisher
x-fmt/255,Microsoft Publisher,98,pub ,application/x-mspublisher
x-fmt/256,Microsoft Publisher,2000,pub ,application/x-mspublisher
x-fmt/257,Microsoft Publisher,2002,pub ,application/x-mspublisher
x-fmt/258,Microsoft Visio Drawing,2000-2002,vsd vss vst ,application/vnd.visio
x-fmt/259,Microsoft Visio Drawing,2002,,
x-fmt/260,WordStar for MS-DOS Document,4.0,ws ws4 ,
x-fmt/261,WordStar for MS-DOS Document,7.0,ws ws7 ,
x-fmt/262,WordStar for Windows Document,2.0,ws wsw ,
x-fmt/263,ZIP Format,,zip ,application/zip
x-fmt/264,RAR Archive,2.0,rar ,application/vnd.rar
x-fmt/265,Tape Archive Format,,tar ,application/x-tar
x-fmt/266,GZIP Format,,gz z ,application/gzip
x-fmt/267,BZIP Compressed Archive,,bz ,
x-fmt/268,BZIP2 Compressed Archive,,bz2 ,application/x-bzip2
x-fmt/269,ZOO Compressed Archive,,zoo ,
x-fmt/270,OS/2 Bitmap,2.0,bmp ,image/bmp
x-fmt/271,dBASE Database,III+,dbf ,
x-fmt/272,dBASE Database,V,dbf ,
x-fmt/273,Microsoft Word for MS-DOS Document,3.0,,
x-fmt/274,Microsoft Word for MS-DOS Document,1.x - 4.0,doc ,application/msword
x-fmt/275,Microsoft Word for MS-DOS Document,5.0 - 5.4,doc ,application/msword
x-fmt/276,Microsoft Word for MS-DOS Document,5.5,doc ,application/msword
x-fmt/277,Real Video,,rv ,video/vnd.rn-realvideo
x-fmt/278,RealAudio,3,ra ,audio/vnd.rn-realaudio
x-fmt/279,MPEG 1/2 Audio Layer 3 Streaming,,m3u ,audio/mpeg
x-fmt/280,XML Schema Definition,,xsd ,application/xml
x-fmt/281,Extensible Stylesheet Language,,xsl ,application/xml
x-fmt/282,8-bit ANSI Text,,ans ,text/plain
x-fmt/283,8-bit ASCII Text,,asc ,text/plain
x-fmt/284,IBM DisplayWrite Final Form Text File,,fft ,
x-fmt/285,IBM DisplayWrite Revisable Form Text File,,rft ,
x-fmt/286,DEC Data Exchange File,,dx ,application/dec-dx.
x-fmt/287,DEC WPS Plus Document,,wpl ,
x-fmt/288,IBM DisplayWrite Document,2,,
x-fmt/289,IBM DisplayWrite Document,3,,
x-fmt/290,AMI Draw Vector Image,,sdw ,
x-fmt/291,CorelDraw Drawing,7.0,cdr ,
x-fmt/292,CorelDraw Drawing,8.0,cdr ,
x-fmt/293,Hewlett Packard Graphics Language,,hpgl ,application/vnd.hp-HPGL
x-fmt/294,Micrografx Draw,3.0,drw ,
x-fmt/295,Micrografx Draw,4.0,drt drw ,
x-fmt/296,Micrografx Designer,3.1,drw ,
x-fmt/297,Paint Shop Pro Image,6.0,psp pspimage ,
x-fmt/298,Paint Shop Pro Image,7,psp pspimage ,
x-fmt/299,X-Windows Bitmap Image,X10,xbm ,image/x-xbitmap
x-fmt/300,X-Windows Screen Dump File,X10,xdm xwd ,image/x-xwindowdump
x-fmt/301,ACBM Graphics,,acb ,
x-fmt/302,Adobe FrameMaker Document,8.0,fm ,application/vnd.framemaker
x-fmt/303,Aldus Freehand Drawing,3,fh3 ,
x-fmt/304,Aldus Freehand Drawing,4,fh4 ,
x-fmt/305,Apple Sound,,afc ,
x-fmt/306,AutoSketch Drawing,,skf ,
x-fmt/307,Paradox Database Memo Field (Binary Large Object),,dbq mb ,
x-fmt/308,Btrieve Database,5.1,btr ,
x-fmt/309,ChiWriter Document,3,chi ,
x-fmt/310,CorelCHART Document,,cch ,
x-fmt/311,dBASE Text Memo,,dbt ,
x-fmt/312,DesignCAD Drawing,,dc dc2 ,
x-fmt/313,DesignCAD for Windows Drawing,,dw2 ,
x-fmt/314,Digital Terrain Elevation Data,,avg dt0 dt1 dt2 dted max min ,
x-fmt/315,Document Type Definition,,dtd ,
x-fmt/316,Dr Halo Bitmap,,cut ,
x-fmt/317,ESRI Arc/View Project,2.x,apr ,
x-fmt/318,FileMaker Pro Database,3,fm fmp fp fp3 ,application/x-filemaker
x-fmt/319,FileMaker Pro Database,5,fm fmp fp fp5 ,
x-fmt/320,Fractal Image,,fif ,
x-fmt/321,Framework Database,II,fw fw2 ,
x-fmt/322,Framework Database,III,fw3 ,
x-fmt/323,Framework Database,IV,fw4 ,
x-fmt/324,Harvard Graphics Show,2.0,shw ,
x-fmt/325,Harvard Graphics Vector Graphics,2.0,cht ,
x-fmt/326,Hewlett Packard AdvanceWrite Text File,,aw ,
x-fmt/327,IntelliDraw Vector Graphics,,idw ,
x-fmt/328,InterBase Database,,gdb ,
x-fmt/329,Interleaf Document,,doc ,
x-fmt/330,JustWrite Text Document,,jw jwt ,
x-fmt/331,Lotus 1-2-3 Spreadsheet Formatting File,2.3-2.4,fm1 fmt ,
x-fmt/332,Lotus 1-2-3 Spreadsheet Formatting File,3.0,fm3 ,
x-fmt/333,Lotus Approach View File,97,apr ,application/vnd.lotus-approach
x-fmt/334,Lotus Approach View File,,apt ,application/vnd.lotus-approach
x-fmt/335,Lotus Freelance Smartmaster Graphics,,mas ,application/vnd.lotus-freelance
x-fmt/336,Lotus Notes Database,2,ns2 nsf ,application/vnd.lotus-notes
x-fmt/337,Lotus Notes Database,3,ns3 nsf ,application/vnd.lotus-notes
x-fmt/338,Lotus Notes Database,4,ns4 nsf ,application/vnd.lotus-notes
x-fmt/339,Lotus Notes File,,box ,
x-fmt/340,Lotus WordPro Document,96,lwp ,application/lwp application/vnd.lotus-wordpro
x-fmt/341,Macromedia Director,PC,dir dxr ,application/x-director
x-fmt/342,Microsoft FoxPro Memo,,fpt frt pjt vct ,
x-fmt/343,Microsoft Visual FoxPro Table,,dbx ,
x-fmt/344,Microsoft Works Database,,bdb ,
x-fmt/345,Microsoft Works Document,,bps ,
x-fmt/346,Microstation CAD Drawing,95,dgn ,
x-fmt/347,MultiMate Text File,4.x,dox ,
x-fmt/348,Multipage Zsoft Paintbrush Bitmap Graphics,,dcx ,image/x-dcx
x-fmt/349,Nota Bene Text File,,nb ,
x-fmt/350,OmniPage Pro Document,5-9,met ,
x-fmt/351,PageMaker Document,3.0,pm3 ,
x-fmt/352,PageMaker PC Document,4.0,pm4 pt4 ,application/vnd.pagemaker
x-fmt/353,Professional Write Text File,,pw ,
x-fmt/354,SAP Document,,ali ,
x-fmt/355,SAS Data File,,ssd ,
x-fmt/356,SAS for MS-DOS Database,,ssd ,
x-fmt/357,Scanstudio 16-Colour Bitmap,,adc ,
x-fmt/358,Silicon Graphics Graphics File,,,
x-fmt/359,StarOffice Calc,5.x,sdc ,
x-fmt/360,StarOffice Impress,5.x,sdd ,
x-fmt/361,StatGraphics Data File,,aws ,
x-fmt/362,StratGraphics Data File,,asf ,
x-fmt/363,SuperCalc Spreadsheet,4,cal ,
x-fmt/364,SuperCalc Spreadsheet,5,cal ,
x-fmt/365,TeX Binary File,,dvi ,application/x-dvi
x-fmt/367,Truevision TGA Bitmap,1.0,afi bpx icb tga vda vst ,
x-fmt/368,VisiCalc Database,,dif ,
x-fmt/369,Vista Pro Graphics,,dem ,
x-fmt/370,WordStar for MS-DOS Document,3.0,ws ws3 ,
x-fmt/371,XYWrite for Windows Document,4.0,xyw ,
x-fmt/372,XYWrite Document,III+,xyp ,
x-fmt/373,XYWrite Document,IV,xy4 ,
x-fmt/374,CorelDraw Drawing,9.0,cdr ,
x-fmt/375,CorelDraw Drawing,10.0,cdr ,
x-fmt/376,Paint Shop Pro Image,8,pspimage ,
x-fmt/377,Paint Shop Pro Image,4.00,psp ,
x-fmt/378,CorelDraw Drawing,11.0,cdr ,
x-fmt/379,CorelDraw Drawing,3.0,cdr ,
x-fmt/380,dBASE for Windows database,5.0,dbf ,
x-fmt/381,Dia Graphics Format,,dia ,
x-fmt/382,Macromedia FLV,1,flv ,video/x-flv
x-fmt/383,Flexible Image Transport System,,fits ,application/fits image/fits
x-fmt/384,Quicktime,,mov qtm ,video/quicktime
x-fmt/385,MPEG-1 Program Stream,,mpeg mpg ,video/mpeg
x-fmt/386,MPEG-2 Program Stream,,mod mpeg mpg ,video/mpeg
x-fmt/387,Exchangeable Image File Format (Uncompressed),2.2,tif tiff ,image/tiff
x-fmt/388,Exchangeable Image File Format (Uncompressed),2.1,tif tiff ,image/tiff
x-fmt/389,Exchangeable Image File Format (Audio),2.1,wav ,audio/x-wav
x-fmt/390,Exchangeable Image File Format (Compressed),2.1,jpeg jpg ,image/jpeg
x-fmt/391,Exchangeable Image File Format (Compressed),2.2,jpeg jpg ,image/jpeg
x-fmt/392,JP2 (JPEG 2000 part 1),,jp2 ,image/jp2
x-fmt/393,WordPerfect for MS-DOS Document,5.0,w50 wp wp5 wpd ,application/vnd.wordperfect
x-fmt/394,WordPerfect for MS-DOS/Windows Document,5.1,w51 wp wp5 wpd ,application/vnd.wordperfect
x-fmt/395,WordPerfect Graphics Metafile,1.0,wpg ,
x-fmt/396,Exchangeable Image File Format (Audio),2.2,wav ,audio/x-wav
x-fmt/397,Exchangeable Image File Format (Audio),2.0,wav ,audio/x-wav
x-fmt/398,Exchangeable Image File Format (Compressed),2.0,jpeg jpg ,image/jpeg
x-fmt/399,Exchangeable Image File Format (Uncompressed),2.0,tif tiff ,image/tiff
x-fmt/400,StarOffice Writer,5.x,sdw ,application/vnd.stardivision.writer
x-fmt/401,StarOffice Draw,5.x,sda ,application/vnd.stardivision.draw
x-fmt/402,StarOffice Draw,5.2,,
x-fmt/403,StarOffice Writer,5.2,,
x-fmt/404,StarOffice Calc,5.2,,
x-fmt/405,StarOffice Impress,5.2,,
x-fmt/406,PostScript,2.0,ps ,application/postscript
x-fmt/407,PostScript,2.1,ps ,application/postscript
x-fmt/408,PostScript,3.0,ps ,application/postscript
x-fmt/409,MS-DOS Executable,,exe ,
x-fmt/410,Windows New Executable,,exe ,
x-fmt/411,Windows Portable Executable,,dll exe sys ,application/vnd.microsoft.portable-executable
x-fmt/412,Java Archive Format,,jar ,application/java-archive
x-fmt/413,Batch file (executable),,bat ,
x-fmt/414,Windows Cabinet File,,cab ,application/vnd.ms-cab-compressed
x-fmt/415,Java Compiled Object Code,,class ,
x-fmt/416,BinHex Binary Text,,hqx ,
x-fmt/417,HTML Extension File,,htx ,
x-fmt/418,Icon file format,,ico ,image/vnd.microsoft.icon image/x-icon
x-fmt/419,DVD data file and backup data file,,bup ifo ,
x-fmt/420,Windows Setup File,,inf ,application/inf
x-fmt/421,Text Configuration file,,ini ,
x-fmt/422,Java language source code file,,java ,
x-fmt/423,JavaScript file,,js ,application/javascript
x-fmt/424,Deluxe Paint bitmap,,lbm ,
x-fmt/425,Generic Library File,,lib ,
x-fmt/426,License file,,lic ,
x-fmt/427,Acrobat Language definition file,,lng ,
x-fmt/428,Microsoft Windows Shortcut,,lnk ,
x-fmt/429,MHTML,,mht mhtml ,multipart/related
x-fmt/430,Microsoft Outlook Email Message,97-2003,msg oft ,
x-fmt/432,3DM,4,3dm ,
x-fmt/433,3DM,1,3dm ,
x-fmt/434,3DM,2,3dm ,
x-fmt/435,3DM,3,3dm ,
x-fmt/436,CATIA Model,4,mod model ,
x-fmt/437,CATIA Project,4,project ,
x-fmt/438,CATIA Material Description,5,catmaterial ,
x-fmt/439,CATIA Model (Part Description),5,catpart ,
x-fmt/440,CATIA Product Description,5,catproduct ,
x-fmt/441,AutoCAD Database File Locking Information,,dwl ,application/octet-stream
x-fmt/442,form*Z Project File,,fmz ,application/octet-stream
x-fmt/443,Revit Family File,,rfa ,application/octet-stream
x-fmt/444,Revit Family Template,,rft ,application/octet-stream
x-fmt/445,Revit Template,,rte ,application/octet-stream
x-fmt/446,Revit External Group,,rvg ,application/octet-stream
x-fmt/447,Revit Project,,rvt ,application/octet-stream
x-fmt/448,Revit Workspace,,rws ,application/octet-stream
x-fmt/449,Steel Detailing Neutral Format,,sdn ,text/plain
x-fmt/450,Adobe InDesign Document,Generic,ind indd indt ,application/octet-stream
x-fmt/451,SketchUp Document,,skb skp ,
x-fmt/452,SketchUp Document,,,
x-fmt/453,TrueType Font,,ttf ,font/ttf
x-fmt/454,Microsoft Internet Shortcut,,url ,text/plain
x-fmt/455,AutoCAD Drawing,2007-2008,dwg ,image/vnd.dwg
